user,poi
39814.0,99802
39814.0,84419
39814.0,22466
39814.0,4699
39814.0,8535
39814.0,31199
39814.0,104843
39814.0,97078
39814.0,78124
39814.0,29033
39814.0,96041
39814.0,53053
39814.0,66476
39814.0,76419
39814.0,90319
39814.0,36662
39814.0,5690
39814.0,53389
39814.0,88448
39814.0,32472
39815.0,100788
39815.0,82674
39815.0,74238
39815.0,93051
39815.0,70584
39815.0,6813
39815.0,26312
39815.0,76896
39815.0,94073
39815.0,18320
39815.0,39740
39815.0,11358
39815.0,5703
39815.0,66479
39815.0,5045
39815.0,229
39815.0,15382
39817.0,17993
39817.0,85180
39817.0,18117
39817.0,90815
39817.0,10003
39817.0,42560
39817.0,12188
39817.0,78571
39817.0,97263
39817.0,17589
39817.0,23381
39817.0,79584
39817.0,24701
39817.0,69572
39817.0,101147
39817.0,36013
39817.0,88808
39817.0,65360
39817.0,78145
39818.0,42418
39818.0,5260
39818.0,79203
39818.0,96965
39818.0,52127
39818.0,62064
39818.0,65207
39818.0,74115
39818.0,37710
39818.0,29462
39818.0,9074
39818.0,73448
39818.0,1256
39818.0,23264
39818.0,19598
39818.0,4947
39818.0,87339
39818.0,71067
39818.0,45384
39818.0,81585
39818.0,32320
39818.0,61688
39818.0,82926
39818.0,104092
39818.0,102537
39820.0,49057
39820.0,66232
39820.0,87587
39820.0,63530
39820.0,20213
39820.0,65028
39820.0,54218
39820.0,100274
39820.0,93666
39820.0,13326
39820.0,97359
39820.0,20836
39820.0,41438
39820.0,35420
39820.0,72387
39821.0,73744
39821.0,58694
39821.0,15138
39821.0,41024
39821.0,39142
39821.0,53841
39821.0,914
39821.0,94697
39821.0,36171
39821.0,91709
39821.0,3983
39821.0,56447
39821.0,21752
39821.0,88504
39821.0,28771
39821.0,32410
39821.0,15019
39821.0,77252
39821.0,29830
39823.0,6759
39823.0,59480
39823.0,59257
39823.0,45442
39823.0,93094
39823.0,55269
39823.0,71740
39823.0,58125
39823.0,41402
39823.0,25549
39823.0,86096
39823.0,3159
39823.0,41567
39823.0,14445
39823.0,101592
39823.0,59055
39823.0,17695
39823.0,6827
39823.0,79067
39823.0,27221
39823.0,95637
39823.0,6413
39823.0,47374
39823.0,62022
39824.0,63711
39824.0,55550
39824.0,76531
39824.0,53955
39824.0,27200
39824.0,62185
39824.0,23334
39824.0,52737
39824.0,5652
39824.0,83514
39824.0,77633
39824.0,21981
39824.0,63348
39824.0,101152
39824.0,9042
39824.0,7629
39824.0,79206
39824.0,38132
39824.0,34265
39824.0,60361
39824.0,19620
39824.0,81957
39824.0,51574
39824.0,65419
39824.0,59179
39825.0,20213
39825.0,62995
39825.0,78001
39825.0,31059
39825.0,61526
39825.0,18398
39825.0,56662
39825.0,2795
39825.0,95883
39825.0,10809
39825.0,52168
39825.0,43254
39825.0,64190
39825.0,94839
39825.0,5764
39825.0,33366
39829.0,22701
39829.0,32985
39829.0,28389
39829.0,60634
39829.0,42600
39829.0,89397
39829.0,855
39829.0,1488
39829.0,41452
39829.0,52579
39829.0,8974
39829.0,40284
39829.0,57092
39829.0,99377
39829.0,80827
39848.0,97004
39848.0,41977
39848.0,65920
39848.0,55008
39848.0,70852
39848.0,34886
39848.0,94236
39848.0,53583
39848.0,18193
39848.0,87119
39848.0,16125
39849.0,78780
39849.0,72225
39849.0,19745
39849.0,62218
39849.0,99698
39849.0,93602
39849.0,94396
39849.0,96485
39849.0,86740
39849.0,7283
39849.0,63054
39849.0,89068
39849.0,99037
39849.0,89352
39849.0,32138
39849.0,62195
39849.0,72251
39962.0,40748
39962.0,101415
39962.0,69814
39962.0,28874
39962.0,96698
39962.0,79358
39962.0,47270
39962.0,23500
39962.0,25499
39962.0,95361
39962.0,50969
39962.0,97563
39962.0,54612
39962.0,70840
39962.0,87068
39962.0,104051
39962.0,99454
39962.0,66253
39962.0,30931
39962.0,102188
39962.0,74437
39962.0,62263
39971.0,52431
39971.0,24468
39971.0,46095
39971.0,2261
39971.0,45037
39971.0,66614
39971.0,97253
39971.0,17260
39971.0,41303
39971.0,78353
39971.0,4330
39971.0,12753
39973.0,3228
39973.0,25343
39973.0,93686
39973.0,104253
39973.0,7625
39973.0,4181
39973.0,25624
39973.0,92666
39973.0,24080
39973.0,70023
39973.0,105420
39973.0,50544
39973.0,82169
39973.0,89780
39973.0,56039
39973.0,20194
39973.0,20796
39973.0,40638
39973.0,102302
39973.0,104499
39973.0,74196
39973.0,29665
39987.0,44817
39987.0,5732
39987.0,18341
39987.0,93115
39987.0,54147
39987.0,81629
39987.0,45168
39987.0,45327
39987.0,21976
39987.0,25894
40000.0,4224
40000.0,89065
40000.0,20643
40000.0,52747
40000.0,66528
40000.0,81933
40000.0,16956
40000.0,46144
40000.0,105188
40000.0,3988
40000.0,37810
40000.0,66959
40000.0,30876
40000.0,76563
40000.0,13062
40000.0,13440
40000.0,35458
40000.0,44621
40051.0,93949
40051.0,104210
40051.0,2165
40051.0,91338
40051.0,37254
40051.0,64308
40051.0,2440
40051.0,35470
40051.0,88764
40051.0,44391
40051.0,7653
40051.0,73977
40051.0,67361
40051.0,43754
40051.0,93649
40051.0,3458
40051.0,51729
40051.0,53783
40051.0,12402
40051.0,4915
40051.0,45055
40051.0,1988
40053.0,3508
40053.0,85236
40053.0,82073
40053.0,73149
40053.0,104146
40053.0,48678
40053.0,27544
40053.0,84099
40053.0,42793
40053.0,89126
40053.0,79531
40053.0,37617
40053.0,5890
40053.0,27470
40053.0,74285
40053.0,32371
40053.0,21965
40055.0,52350
40055.0,31665
40055.0,29938
40055.0,69922
40055.0,34470
40055.0,57304
40055.0,25642
40055.0,87623
40055.0,101650
40055.0,92011
40055.0,46125
40055.0,909
40055.0,42908
40055.0,80877
40055.0,75628
40055.0,80708
40055.0,61689
40055.0,71774
40055.0,24570
40090.0,102562
40090.0,34788
40090.0,37742
40090.0,103326
40090.0,1264
40090.0,32134
40090.0,79604
40090.0,61181
40090.0,62702
40090.0,23170
40090.0,72072
40090.0,79954
40090.0,14324
40090.0,21141
40090.0,5688
40090.0,64565
40090.0,20045
40090.0,28513
40090.0,13259
40090.0,84402
40090.0,93994
40090.0,75321
40112.0,64695
40112.0,92499
40112.0,14016
40112.0,56743
40112.0,5007
40112.0,85090
40112.0,79561
40112.0,68223
40112.0,104307
40112.0,10369
40112.0,24947
40112.0,60125
40112.0,37988
40112.0,71019
40112.0,40870
40112.0,13099
40112.0,47374
40127.0,62660
40127.0,42694
40127.0,23228
40127.0,43663
40127.0,27060
40127.0,97727
40127.0,93641
40127.0,76024
40127.0,104376
40127.0,45852
40127.0,19729
40127.0,13015
40127.0,66313
40139.0,16604
40139.0,34819
40139.0,44099
40139.0,55306
40139.0,74946
40139.0,55519
40139.0,89428
40139.0,89991
40139.0,102028
40139.0,46602
40139.0,1214
40139.0,54711
40139.0,104667
40139.0,98846
40139.0,72832
40139.0,34785
40140.0,37493
40140.0,14689
40140.0,71792
40140.0,102608
40140.0,72603
40140.0,27347
40140.0,30263
40140.0,46728
40140.0,5202
40140.0,97212
40148.0,41401
40148.0,60008
40148.0,82414
40148.0,69316
40148.0,15697
40148.0,97976
40148.0,68401
40148.0,65328
40148.0,69223
40148.0,22017
40148.0,84545
40148.0,99458
40148.0,67990
40148.0,76710
40148.0,20239
40152.0,83809
40152.0,1667
40152.0,5605
40152.0,4554
40152.0,46823
40152.0,24084
40152.0,103303
40152.0,16592
40152.0,48074
40152.0,48372
40152.0,61035
40152.0,71571
40152.0,99638
40152.0,102165
40160.0,25502
40160.0,73446
40160.0,82281
40160.0,41530
40160.0,105022
40160.0,39413
40160.0,8851
40160.0,75219
40160.0,74321
40160.0,7268
40160.0,1493
40160.0,84284
40175.0,50268
40175.0,290
40175.0,64967
40175.0,48709
40175.0,104707
40175.0,31898
40175.0,67693
40175.0,11200
40175.0,4160
40175.0,1410
40175.0,5615
40175.0,30204
40175.0,34688
40175.0,81934
40175.0,42925
40175.0,57848
40175.0,68656
40175.0,101321
40175.0,82960
40175.0,16028
40227.0,10892
40227.0,29918
40227.0,6491
40227.0,86177
40227.0,66312
40227.0,16189
40227.0,23492
40227.0,40124
40227.0,31053
40227.0,86340
40227.0,35139
40227.0,76384
40227.0,99875
40227.0,99555
40227.0,55137
40227.0,59083
40227.0,69744
40228.0,30046
40228.0,12874
40228.0,52465
40228.0,26355
40228.0,27806
40228.0,15222
40228.0,99884
40228.0,48852
40228.0,48554
40228.0,2628
40228.0,14701
40228.0,3551
40228.0,100480
40228.0,27321
40228.0,44417
40228.0,75340
40228.0,99381
40228.0,75906
40228.0,6639
40228.0,42276
40228.0,91346
40228.0,74982
40228.0,64479
40228.0,85627
40228.0,8302
40241.0,52729
40241.0,39894
40241.0,52277
40241.0,97355
40241.0,36845
40241.0,96686
40241.0,76790
40241.0,83298
40241.0,105003
40241.0,93497
40241.0,38398
40241.0,83810
40241.0,99533
40241.0,72960
40241.0,103595
40241.0,90379
40241.0,99094
40241.0,98213
40241.0,70753
40241.0,47493
40243.0,6590
40243.0,81653
40243.0,81560
40243.0,37630
40243.0,795
40243.0,8702
40243.0,88595
40243.0,32225
40243.0,22450
40243.0,40571
40243.0,27132
40243.0,19938
40243.0,38022
40243.0,22117
40243.0,13268
40243.0,41540
40243.0,66900
40243.0,4950
40243.0,35353
40243.0,68761
40288.0,58742
40288.0,5145
40288.0,23001
40288.0,77659
40288.0,18349
40288.0,20900
40288.0,80574
40288.0,27632
40288.0,62592
40288.0,25415
40288.0,24430
40289.0,71725
40289.0,89196
40289.0,67311
40289.0,43549
40289.0,66168
40289.0,32340
40289.0,38084
40289.0,2226
40289.0,8254
40289.0,99097
40289.0,82092
40289.0,12794
40289.0,11791
40289.0,53709
40289.0,72485
40320.0,91012
40320.0,48159
40320.0,13496
40320.0,35069
40320.0,49394
40320.0,86929
40320.0,71578
40320.0,34897
40320.0,5783
40320.0,104344
40320.0,11310
40320.0,80996
40320.0,51615
40320.0,76106
40320.0,83000
40320.0,58394
40320.0,57257
40320.0,64741
40320.0,48051
40321.0,34118
40321.0,41614
40321.0,22932
40321.0,33081
40321.0,7483
40321.0,82849
40321.0,21613
40321.0,62726
40321.0,92929
40321.0,38789
40375.0,53066
40375.0,87413
40375.0,75059
40375.0,25694
40375.0,77947
40375.0,105143
40375.0,54135
40375.0,56728
40375.0,29207
40375.0,85402
40375.0,64847
40375.0,4408
40375.0,28059
40375.0,76111
40485.0,70204
40485.0,67431
40485.0,16402
40485.0,13471
40485.0,91362
40485.0,64582
40485.0,3479
40485.0,22628
40485.0,64311
40485.0,92091
40485.0,88640
40548.0,72353
40548.0,31275
40548.0,37698
40548.0,11694
40548.0,55652
40548.0,22716
40548.0,27666
40548.0,51418
40548.0,28077
40548.0,82980
40548.0,39305
40548.0,67046
40548.0,93569
40548.0,3041
40548.0,76070
40548.0,14905
40548.0,87410
40556.0,9611
40556.0,37399
40556.0,29271
40556.0,98727
40556.0,53366
40556.0,19199
40556.0,36747
40556.0,41448
40556.0,22189
40556.0,90385
40556.0,79274
40556.0,24911
40556.0,57072
40556.0,30411
40556.0,86433
40556.0,10194
40557.0,11356
40557.0,67893
40557.0,63450
40557.0,56569
40557.0,79439
40557.0,35958
40557.0,49242
40557.0,78773
40557.0,80422
40557.0,87335
40558.0,61547
40558.0,78962
40558.0,25324
40558.0,39844
40558.0,47163
40558.0,35207
40558.0,88130
40558.0,22040
40558.0,11879
40558.0,30113
40558.0,68185
40558.0,87976
40558.0,45565
40558.0,90101
40558.0,12463
40558.0,18922
40558.0,77488
40558.0,100088
40601.0,25499
40601.0,91525
40601.0,78418
40601.0,11683
40601.0,46775
40601.0,4473
40601.0,47570
40601.0,39691
40601.0,59245
40601.0,89636
40601.0,24104
40601.0,25375
40601.0,94557
40601.0,45120
40602.0,85109
40602.0,75073
40602.0,18266
40602.0,95867
40602.0,104008
40602.0,101436
40602.0,62438
40602.0,84352
40602.0,36602
40602.0,35344
40602.0,43485
40602.0,9061
40602.0,70915
40602.0,82172
40602.0,62864
40602.0,31292
40602.0,13242
40602.0,20692
40602.0,39008
40602.0,88654
40602.0,14186
40610.0,62649
40610.0,14527
40610.0,95910
40610.0,83823
40610.0,87210
40610.0,77673
40610.0,47597
40610.0,54550
40610.0,63135
40610.0,100207
40610.0,61363
40610.0,88802
40610.0,27431
40610.0,96415
40610.0,12649
40610.0,57975
40610.0,61135
40610.0,85459
40610.0,44206
40610.0,51598
40610.0,71029
40610.0,22321
40632.0,27259
40632.0,40401
40632.0,103534
40632.0,7850
40632.0,34566
40632.0,74842
40632.0,13121
40632.0,72321
40632.0,15342
40632.0,34758
40632.0,36695
40632.0,80862
40632.0,14357
40632.0,67597
40632.0,47074
40632.0,46229
40632.0,36617
40634.0,105312
40634.0,89401
40634.0,49081
40634.0,64443
40634.0,84432
40634.0,68325
40634.0,39780
40634.0,95369
40634.0,104171
40634.0,102887
40634.0,87435
40634.0,97841
40634.0,78403
40635.0,5885
40635.0,16952
40635.0,85377
40635.0,69226
40635.0,78999
40635.0,27917
40635.0,34388
40635.0,26398
40635.0,89905
40635.0,61664
40635.0,28656
40635.0,33555
40635.0,44745
40635.0,25455
40635.0,86066
40635.0,84206
40640.0,56100
40640.0,26348
40640.0,14210
40640.0,89000
40640.0,22369
40640.0,102300
40640.0,61614
40640.0,22657
40640.0,2941
40640.0,77687
40640.0,57124
40640.0,44693
40640.0,74293
40640.0,26310
40640.0,27157
40640.0,83899
40640.0,64588
40640.0,37778
40640.0,83365
40640.0,99050
40640.0,72908
40640.0,82984
40640.0,95951
40643.0,24773
40643.0,97218
40643.0,11631
40643.0,10692
40643.0,90765
40643.0,23701
40643.0,87163
40643.0,81934
40643.0,14171
40643.0,99406
40643.0,19224
40643.0,58527
40643.0,55367
40643.0,9189
40643.0,9269
40643.0,74410
40643.0,89686
40643.0,30835
40643.0,46053
40643.0,5134
40643.0,77777
40643.0,30714
40643.0,93440
40643.0,42065
40643.0,60080
40774.0,26348
40774.0,27770
40774.0,33483
40774.0,28995
40774.0,54250
40774.0,26357
40774.0,4407
40774.0,38746
40774.0,43807
40774.0,4409
40774.0,17058
40774.0,38288
40774.0,54040
40774.0,47397
40774.0,63066
40774.0,35451
40774.0,29105
40774.0,80762
40774.0,13738
40774.0,7872
40774.0,10767
40778.0,47449
40778.0,19791
40778.0,60357
40778.0,51330
40778.0,70229
40778.0,69453
40778.0,82629
40778.0,92386
40778.0,63572
40778.0,50421
40778.0,10399
40778.0,71794
40778.0,14005
40778.0,20416
40816.0,1789
40816.0,42333
40816.0,59883
40816.0,75051
40816.0,37418
40816.0,73085
40816.0,60734
40816.0,9183
40816.0,33099
40816.0,26266
40819.0,16021
40819.0,33602
40819.0,68608
40819.0,30699
40819.0,60533
40819.0,17797
40819.0,5885
40819.0,74212
40819.0,2589
40819.0,83386
40819.0,49146
40819.0,72368
40819.0,77471
40819.0,61895
40819.0,21384
40819.0,19595
40819.0,35480
40819.0,41569
40826.0,64709
40826.0,9516
40826.0,26113
40826.0,54513
40826.0,67607
40826.0,34070
40826.0,75479
40826.0,60689
40826.0,96042
40826.0,22454
40826.0,98376
40826.0,10210
40826.0,57535
40826.0,42275
40826.0,40356
40854.0,40227
40854.0,101098
40854.0,15208
40854.0,95836
40854.0,19468
40854.0,31790
40854.0,24724
40854.0,52355
40854.0,32392
40854.0,104686
40872.0,95159
40872.0,86155
40872.0,80252
40872.0,102302
40872.0,3024
40872.0,40129
40872.0,43777
40872.0,63169
40872.0,23883
40872.0,6937
40872.0,54324
40872.0,35003
40872.0,40404
40872.0,22602
40872.0,35444
40872.0,85772
40872.0,30081
40872.0,28837
40872.0,70967
40872.0,29870
40872.0,60600
40872.0,50397
40872.0,65425
40873.0,71693
40873.0,86991
40873.0,30676
40873.0,43253
40873.0,97985
40873.0,71747
40873.0,105718
40873.0,39276
40873.0,88595
40873.0,9832
40873.0,11278
41041.0,47213
41041.0,39729
41041.0,69122
41041.0,82051
41041.0,24705
41041.0,94772
41041.0,15262
41041.0,7188
41041.0,41964
41041.0,42390
41041.0,8276
41041.0,16402
41055.0,53611
41055.0,73339
41055.0,76391
41055.0,27642
41055.0,97782
41055.0,75697
41055.0,92589
41055.0,11330
41055.0,274
41055.0,50842
41055.0,2848
41055.0,37024
41055.0,80231
41069.0,1018
41069.0,91949
41069.0,104356
41069.0,93268
41069.0,75727
41069.0,93151
41069.0,82369
41069.0,83949
41069.0,103118
41069.0,102377
41069.0,70333
41069.0,12567
41069.0,83913
41069.0,73893
41069.0,5852
41069.0,66510
41069.0,89968
41069.0,36493
41070.0,6640
41070.0,15685
41070.0,94871
41070.0,4652
41070.0,79944
41070.0,26709
41070.0,64123
41070.0,100787
41070.0,32459
41070.0,33253
41070.0,55621
41070.0,39154
41073.0,34918
41073.0,59029
41073.0,102368
41073.0,65415
41073.0,11616
41073.0,94627
41073.0,57847
41073.0,2209
41073.0,84506
41073.0,100847
41073.0,102481
41073.0,26020
41073.0,79876
41073.0,38443
41073.0,50413
41073.0,50178
41073.0,34465
41073.0,47605
41073.0,29206
41073.0,85012
41073.0,89688
41073.0,7102
41098.0,854
41098.0,74048
41098.0,21085
41098.0,40998
41098.0,72228
41098.0,29244
41098.0,29327
41098.0,64930
41098.0,12305
41098.0,68297
41098.0,61728
41098.0,58063
41098.0,86245
41098.0,19903
41098.0,35787
41098.0,72247
41098.0,52570
41098.0,55819
41099.0,89877
41099.0,51780
41099.0,59099
41099.0,64378
41099.0,53030
41099.0,70662
41099.0,5110
41099.0,73209
41099.0,51520
41099.0,101089
41099.0,76968
41099.0,2952
41099.0,17060
41197.0,47517
41197.0,57976
41197.0,88479
41197.0,103156
41197.0,15621
41197.0,63687
41197.0,51407
41197.0,51369
41197.0,91798
41197.0,27519
41197.0,102201
41203.0,39054
41203.0,47162
41203.0,43727
41203.0,98345
41203.0,86065
41203.0,99223
41203.0,85424
41203.0,36275
41203.0,35097
41203.0,71330
41203.0,55758
41203.0,69819
41203.0,33729
41203.0,6153
41203.0,63082
41203.0,47176
41203.0,25404
41203.0,50827
41203.0,13871
41203.0,21995
41222.0,26760
41222.0,96989
41222.0,34939
41222.0,23151
41222.0,53216
41222.0,101253
41222.0,82981
41222.0,12257
41222.0,7031
41222.0,56151
41222.0,44088
41222.0,79143
41222.0,13518
41222.0,3463
41222.0,83363
41222.0,38652
41222.0,6506
41222.0,75035
41222.0,8263
41222.0,86093
41222.0,74034
41222.0,30697
41228.0,94175
41228.0,83625
41228.0,102359
41228.0,52789
41228.0,79566
41228.0,8910
41228.0,72960
41228.0,98039
41228.0,99034
41228.0,1857
41228.0,23258
41231.0,1235
41231.0,49797
41231.0,91289
41231.0,37715
41231.0,48703
41231.0,30411
41231.0,77584
41231.0,23287
41231.0,29878
41231.0,29097
41231.0,82053
41231.0,52361
41231.0,43630
41231.0,75293
41231.0,56665
41231.0,13208
41231.0,88939
41231.0,21597
41231.0,87446
41231.0,80718
41233.0,72617
41233.0,71410
41233.0,6283
41233.0,63000
41233.0,46324
41233.0,101330
41233.0,80431
41233.0,45522
41233.0,26552
41233.0,43155
41233.0,45854
41233.0,51754
41233.0,78033
41238.0,83240
41238.0,96811
41238.0,26795
41238.0,80607
41238.0,39975
41238.0,84624
41238.0,17342
41238.0,74955
41238.0,55342
41238.0,82871
41238.0,54467
41238.0,17934
41238.0,43076
41238.0,54979
41238.0,68112
41238.0,25096
41238.0,62429
41238.0,70428
41238.0,103251
41238.0,68525
41238.0,53474
41238.0,58999
41238.0,19844
41238.0,21048
41239.0,86316
41239.0,57125
41239.0,55645
41239.0,42341
41239.0,22800
41239.0,102309
41239.0,37419
41239.0,66905
41239.0,13527
41239.0,38808
41239.0,102425
41240.0,51091
41240.0,17119
41240.0,90929
41240.0,86925
41240.0,78221
41240.0,18120
41240.0,63530
41240.0,26373
41240.0,8489
41240.0,9107
41240.0,18437
41240.0,28851
41245.0,48888
41245.0,59896
41245.0,27861
41245.0,25978
41245.0,97147
41245.0,66912
41245.0,79674
41245.0,65629
41245.0,54590
41245.0,86433
41245.0,48704
41245.0,44819
41245.0,39054
41245.0,17588
41245.0,25134
41245.0,79348
41245.0,102600
41245.0,9370
41245.0,64491
41245.0,34550
41245.0,56908
41245.0,42082
41245.0,44396
41245.0,43303
41245.0,33992
41247.0,27316
41247.0,21070
41247.0,101231
41247.0,7378
41247.0,44105
41247.0,57161
41247.0,88838
41247.0,92499
41247.0,10151
41247.0,78879
41247.0,64248
41247.0,2348
41247.0,97298
41247.0,78314
41247.0,16459
41249.0,96064
41249.0,97480
41249.0,51313
41249.0,90964
41249.0,42026
41249.0,42701
41249.0,59477
41249.0,39262
41249.0,62268
41249.0,103579
41249.0,27413
41249.0,62850
41249.0,26697
41250.0,91134
41250.0,101540
41250.0,6383
41250.0,91026
41250.0,22627
41250.0,65192
41250.0,31209
41250.0,62567
41250.0,62180
41250.0,104087
41250.0,92321
41250.0,97816
41250.0,68445
41250.0,51919
41250.0,40108
41250.0,94505
41250.0,55126
41250.0,3980
41250.0,29517
41250.0,78252
41250.0,2709
41250.0,52464
41250.0,11307
41254.0,64524
41254.0,96412
41254.0,87721
41254.0,53839
41254.0,97248
41254.0,66130
41254.0,42332
41254.0,52431
41254.0,69583
41254.0,56176
41254.0,48446
41254.0,14897
41254.0,84751
41254.0,87779
41254.0,72472
41254.0,66795
41254.0,94176
41254.0,24484
41254.0,86238
41254.0,100542
41254.0,94832
41254.0,82846
41254.0,74515
41254.0,64493
41255.0,58152
41255.0,64673
41255.0,11472
41255.0,67095
41255.0,22872
41255.0,2372
41255.0,104252
41255.0,69501
41255.0,4701
41255.0,33221
41255.0,4417
41255.0,54927
41255.0,72024
41256.0,73747
41256.0,43405
41256.0,46931
41256.0,48916
41256.0,83731
41256.0,48193
41256.0,24319
41256.0,10077
41256.0,24178
41256.0,23819
41256.0,21555
41256.0,33764
41256.0,76848
41257.0,44947
41257.0,57490
41257.0,66713
41257.0,25290
41257.0,12697
41257.0,54980
41257.0,14346
41257.0,59091
41257.0,25273
41257.0,93546
41257.0,50011
41257.0,20364
41257.0,47623
41257.0,53320
41257.0,75199
41257.0,39915
41257.0,47853
41257.0,71812
41257.0,78907
41257.0,72915
41257.0,79171
41257.0,27234
41257.0,2362
41259.0,28294
41259.0,91316
41259.0,66247
41259.0,31060
41259.0,15170
41259.0,9377
41259.0,20408
41259.0,74633
41259.0,56698
41259.0,2551
41259.0,28286
41259.0,32995
41259.0,15835
41259.0,48637
41259.0,19316
41259.0,95687
41259.0,77411
41259.0,28314
41281.0,81948
41281.0,31264
41281.0,6641
41281.0,83871
41281.0,60680
41281.0,86358
41281.0,31784
41281.0,14444
41281.0,20987
41281.0,38995
41281.0,75384
41281.0,73708
41281.0,45211
41281.0,49029
41281.0,15293
41281.0,12671
41281.0,75093
41281.0,95367
41281.0,35818
41281.0,62772
41281.0,80775
41299.0,16242
41299.0,104343
41299.0,4540
41299.0,76899
41299.0,38355
41299.0,89444
41299.0,42156
41299.0,47524
41299.0,53706
41299.0,11582
41299.0,1397
41299.0,71214
41299.0,66840
41299.0,75457
41299.0,84864
41299.0,26514
41299.0,86889
41299.0,68735
41299.0,74187
41299.0,31684
41299.0,77134
41299.0,29141
41299.0,80139
41365.0,85816
41365.0,104565
41365.0,94772
41365.0,88885
41365.0,74083
41365.0,13437
41365.0,880
41365.0,1144
41365.0,91645
41365.0,79313
41365.0,2664
41365.0,100842
41365.0,59085
41365.0,74654
41365.0,51075
41365.0,66583
41365.0,55341
41365.0,39598
41399.0,19375
41399.0,22731
41399.0,47116
41399.0,44312
41399.0,4394
41399.0,73190
41399.0,88576
41399.0,53912
41399.0,41274
41399.0,51672
41399.0,45580
41400.0,49495
41400.0,49589
41400.0,2023
41400.0,93888
41400.0,8224
41400.0,10278
41400.0,91249
41400.0,85019
41400.0,19348
41400.0,93446
41400.0,67010
41401.0,49909
41401.0,48840
41401.0,24532
41401.0,27991
41401.0,31214
41401.0,99436
41401.0,82130
41401.0,56292
41401.0,29620
41401.0,53381
41401.0,69992
41401.0,100528
41401.0,36493
41401.0,31885
41401.0,36257
41401.0,76222
41401.0,45349
41401.0,55925
41403.0,64385
41403.0,4625
41403.0,35881
41403.0,19786
41403.0,60198
41403.0,77504
41403.0,1774
41403.0,36751
41403.0,36355
41403.0,55521
41403.0,68777
41403.0,40297
41403.0,39477
41403.0,23938
41403.0,3611
41403.0,46393
41403.0,40664
41403.0,6664
41403.0,7418
41403.0,95137
41403.0,55428
41404.0,21205
41404.0,73286
41404.0,70688
41404.0,9850
41404.0,100364
41404.0,93188
41404.0,99982
41404.0,100972
41404.0,79284
41404.0,98358
41404.0,79360
41404.0,52118
41404.0,71916
41404.0,30112
41404.0,37244
41404.0,35171
41404.0,12299
41404.0,97398
41407.0,68872
41407.0,41627
41407.0,84992
41407.0,64492
41407.0,103703
41407.0,3617
41407.0,60345
41407.0,30689
41407.0,73994
41407.0,77734
41407.0,97433
41407.0,100114
41407.0,27119
41407.0,100333
41407.0,10188
41407.0,67711
41407.0,91649
41407.0,88733
41407.0,14547
41407.0,66898
41408.0,28463
41408.0,61316
41408.0,100679
41408.0,82270
41408.0,47203
41408.0,96361
41408.0,87957
41408.0,48507
41408.0,45983
41408.0,96823
41408.0,57747
41408.0,47559
41408.0,69768
41408.0,59223
41408.0,28485
41408.0,92717
41408.0,28387
41408.0,29360
41408.0,96490
41413.0,63866
41413.0,67362
41413.0,41736
41413.0,55823
41413.0,52536
41413.0,92323
41413.0,17833
41413.0,104166
41413.0,64963
41413.0,95351
41413.0,8671
41413.0,21558
41413.0,66896
41413.0,76191
41413.0,104986
41413.0,74326
41413.0,2747
41413.0,87583
41413.0,61573
41465.0,62876
41465.0,2137
41465.0,34741
41465.0,18064
41465.0,45583
41465.0,103346
41465.0,65740
41465.0,97587
41465.0,47604
41465.0,40320
41465.0,6690
41465.0,41537
41498.0,80162
41498.0,43957
41498.0,40144
41498.0,28028
41498.0,73347
41498.0,71742
41498.0,50144
41498.0,45479
41498.0,88565
41498.0,16952
41498.0,4887
41498.0,100733
41498.0,15377
41498.0,5962
41498.0,21966
41498.0,13024
41498.0,91336
41498.0,23783
41498.0,38029
41498.0,23088
41554.0,81458
41554.0,6456
41554.0,89466
41554.0,32253
41554.0,90077
41554.0,78036
41554.0,33095
41554.0,21972
41554.0,17589
41554.0,37764
41588.0,84561
41588.0,24073
41588.0,86613
41588.0,75342
41588.0,57243
41588.0,35505
41588.0,4965
41588.0,19414
41588.0,28988
41588.0,20868
41588.0,70920
41634.0,80375
41634.0,39415
41634.0,6966
41634.0,85152
41634.0,69410
41634.0,40148
41634.0,20704
41634.0,35779
41634.0,21570
41634.0,48892
41634.0,96609
41641.0,22400
41641.0,60272
41641.0,105474
41641.0,100498
41641.0,45895
41641.0,25875
41641.0,54673
41641.0,18635
41641.0,5961
41641.0,62324
41641.0,12160
41641.0,29853
41641.0,21998
41641.0,49484
41641.0,39097
41641.0,60712
41641.0,102825
41641.0,91711
41641.0,50114
41641.0,87733
41641.0,86804
41641.0,71226
41642.0,67648
41642.0,100987
41642.0,53032
41642.0,18866
41642.0,16715
41642.0,78969
41642.0,76393
41642.0,48270
41642.0,70982
41642.0,2577
41642.0,71754
41642.0,62387
41642.0,56830
41642.0,86450
41642.0,48739
41684.0,48003
41684.0,99851
41684.0,10469
41684.0,57312
41684.0,91732
41684.0,101141
41684.0,24413
41684.0,18950
41684.0,96080
41684.0,73301
41684.0,63299
41684.0,46728
41684.0,55616
41684.0,82085
41684.0,33829
41684.0,58885
41684.0,84390
41684.0,53051
41684.0,104329
41684.0,36366
41684.0,90574
41684.0,37895
41729.0,1167
41729.0,7614
41729.0,29385
41729.0,46884
41729.0,82923
41729.0,65652
41729.0,6636
41729.0,53861
41729.0,40741
