id,keyword,start_time,end_time
78001,3,2020-07-04,2020-09-01
78004,36,2020-04-09,2020-12-17
78004,8,2020-04-21,2020-06-18
78004,35,2020-03-19,2020-06-06
78029,45,2020-07-22,2020-08-30
78029,15,2020-05-26,2020-09-28
78029,28,2020-02-20,2020-03-27
78029,50,2020-09-24,2020-11-01
78029,37,2020-02-28,2020-06-26
78029,28,2020-05-02,2020-08-01
78029,11,2020-05-01,2020-09-11
78029,13,2020-02-17,2020-03-10
78029,29,2020-03-31,2020-10-20
78032,14,2020-03-14,2020-05-27
78032,54,2020-08-03,2020-09-03
78032,52,2020-09-20,2020-11-18
78032,60,2020-07-11,2020-08-11
78032,2,2020-08-04,2020-09-28
78032,1,2020-01-05,2020-11-03
78033,1,2020-12-13,2020-12-15
78033,67,2020-09-11,2020-12-20
78033,61,2020-02-27,2020-04-07
78033,48,2020-02-15,2020-12-10
78033,26,2020-06-24,2020-11-04
78033,14,2020-06-04,2020-07-30
78033,54,2020-02-01,2020-04-12
78033,44,2020-06-22,2020-07-12
78033,28,2020-05-09,2020-06-06
78033,21,2020-04-22,2020-06-30
78033,19,2020-01-21,2020-08-15
78033,55,2020-09-01,2020-09-04
78033,69,2020-04-08,2020-07-04
78036,34,2020-07-19,2020-10-12
78036,62,2020-02-05,2020-05-23
78036,53,2020-04-17,2020-09-03
78036,38,2020-08-29,2020-11-22
78036,6,2020-10-28,2020-11-23
78036,71,2020-10-15,2020-12-14
78036,20,2020-01-08,2020-03-22
78036,29,2020-04-30,2020-12-17
78036,70,2020-06-27,2020-07-02
78040,31,2020-03-26,2020-12-05
78040,14,2020-10-23,2020-12-16
78040,15,2020-01-06,2020-03-29
78040,8,2020-01-15,2020-05-30
78040,62,2020-03-02,2020-10-08
78042,16,2020-07-08,2020-07-14
78042,72,2020-05-21,2020-08-18
78042,23,2020-09-09,2020-12-18
78042,24,2020-04-09,2020-07-31
78042,70,2020-04-20,2020-12-26
78042,50,2020-04-02,2020-09-08
78042,57,2020-05-07,2020-08-20
78042,75,2020-01-14,2020-12-11
78042,18,2020-04-16,2020-11-24
78042,15,2020-07-07,2020-07-30
78042,13,2020-05-06,2020-10-24
78042,17,2020-02-25,2020-02-27
78042,56,2020-07-11,2020-10-18
78080,7,2020-04-18,2020-08-07
78080,52,2020-01-28,2020-09-03
78080,69,2020-01-04,2020-02-15
78080,2,2020-01-10,2020-04-30
78080,27,2020-03-23,2020-06-20
78080,23,2020-03-29,2020-04-19
78080,33,2020-09-20,2020-12-05
78080,0,2020-06-19,2020-12-08
78080,5,2020-01-15,2020-10-01
78080,75,2020-05-11,2020-08-08
78080,40,2020-10-31,2020-11-05
78080,14,2020-01-18,2020-10-22
78080,69,2020-08-27,2020-09-15
78080,21,2020-06-23,2020-10-16
78131,9,2020-03-28,2020-10-17
78131,42,2020-02-18,2020-11-30
78131,24,2020-03-08,2020-06-10
78131,23,2020-01-31,2020-02-01
78131,65,2020-06-15,2020-08-24
78131,63,2020-02-22,2020-03-08
78131,32,2020-06-23,2020-07-22
78158,55,2020-06-21,2020-12-12
78158,9,2020-02-11,2020-12-08
78158,29,2020-03-29,2020-05-24
78158,55,2020-03-14,2020-09-28
78158,24,2020-07-16,2020-12-08
78158,49,2020-03-28,2020-08-06
78158,75,2020-07-03,2020-07-25
78158,53,2020-06-21,2020-09-12
78158,56,2020-04-13,2020-08-21
78158,49,2020-01-08,2020-01-14
78160,58,2020-01-13,2020-12-03
78160,16,2020-02-25,2020-02-28
78160,19,2020-05-31,2020-10-11
78160,73,2020-02-18,2020-06-06
78160,31,2020-02-16,2020-10-01
78160,46,2020-01-28,2020-03-03
78160,0,2020-05-15,2020-06-28
78160,33,2020-01-27,2020-04-16
78160,4,2020-02-21,2020-10-10
78160,20,2020-01-03,2020-02-13
78160,32,2020-01-02,2020-10-21
78160,68,2020-04-21,2020-12-21
78160,57,2020-07-07,2020-08-19
78160,55,2020-02-05,2020-07-01
78160,46,2020-01-14,2020-03-16
78169,15,2020-01-02,2020-07-24
78169,58,2020-06-29,2020-12-02
78169,55,2020-02-01,2020-02-02
78169,48,2020-10-09,2020-10-28
78169,2,2020-02-19,2020-06-27
78169,51,2020-04-18,2020-08-09
78194,31,2020-05-17,2020-07-18
78194,38,2020-05-13,2020-09-22
78194,35,2020-01-21,2020-01-27
78194,22,2020-03-23,2020-10-08
78194,42,2020-06-16,2020-08-18
78194,52,2020-03-05,2020-10-24
78194,47,2020-02-13,2020-07-07
78194,43,2020-03-26,2020-12-11
78194,11,2020-01-24,2020-09-30
78194,59,2020-07-29,2020-09-17
78194,41,2020-01-06,2020-02-16
78194,26,2020-09-01,2020-09-22
78194,20,2020-01-13,2020-04-10
78194,35,2020-10-01,2020-10-25
78248,24,2020-11-03,2020-12-26
78248,36,2020-02-04,2020-05-19
78248,61,2020-02-03,2020-05-02
78248,8,2020-03-08,2020-03-19
78248,39,2020-01-11,2020-12-10
78248,41,2020-03-04,2020-08-04
78248,15,2020-08-01,2020-09-26
78248,36,2020-01-21,2020-02-11
78248,69,2020-02-25,2020-05-07
78248,38,2020-08-31,2020-12-26
78254,26,2020-10-03,2020-12-30
78254,70,2020-11-13,2020-11-27
78254,70,2020-01-10,2020-02-20
78254,62,2020-01-18,2020-12-07
78254,30,2020-06-07,2020-10-18
78254,23,2020-03-03,2020-10-31
78254,10,2020-01-11,2020-06-23
78254,33,2020-01-04,2020-03-17
78254,10,2020-03-07,2020-12-08
78254,52,2020-01-10,2020-12-13
78254,60,2020-10-03,2020-11-22
78254,68,2020-04-05,2020-10-22
78261,1,2020-01-08,2020-05-05
78261,13,2020-03-30,2020-04-10
78261,6,2020-04-12,2020-11-02
78261,1,2020-01-30,2020-10-11
78261,32,2020-08-20,2020-10-08
78261,58,2020-02-17,2020-07-12
78261,7,2020-11-16,2020-12-26
78262,60,2020-08-10,2020-10-03
78262,22,2020-01-28,2020-09-23
78262,32,2020-10-29,2020-11-24
78262,2,2020-08-21,2020-12-13
78262,12,2020-06-24,2020-11-09
78262,72,2020-07-25,2020-09-27
78262,45,2020-01-10,2020-07-27
78262,37,2020-03-17,2020-12-03
78262,26,2020-02-27,2020-03-19
78262,18,2020-01-08,2020-08-31
78262,65,2020-05-31,2020-09-24
78262,70,2020-01-21,2020-04-19
78262,50,2020-05-17,2020-09-29
78262,16,2020-05-10,2020-07-21
78263,36,2020-04-18,2020-06-05
78263,44,2020-03-17,2020-05-31
78263,32,2020-04-04,2020-10-02
78263,54,2020-07-04,2020-08-22
78263,4,2020-08-22,2020-12-25
78263,9,2020-04-17,2020-12-08
78263,5,2020-03-16,2020-07-19
78263,53,2020-04-03,2020-08-26
78263,45,2020-03-09,2020-04-25
78264,73,2020-07-30,2020-11-08
78264,53,2020-09-24,2020-09-29
78264,2,2020-02-03,2020-11-23
78264,7,2020-03-31,2020-12-15
78264,36,2020-03-25,2020-12-18
78264,4,2020-01-07,2020-12-18
78265,33,2020-02-16,2020-04-04
78265,34,2020-03-09,2020-11-13
78265,25,2020-01-28,2020-07-08
78265,31,2020-04-24,2020-07-02
78265,50,2020-01-08,2020-02-06
78265,28,2020-01-14,2020-06-15
78265,5,2020-03-28,2020-06-18
78265,73,2020-02-28,2020-03-25
78265,14,2020-01-24,2020-10-01
78265,60,2020-03-31,2020-08-19
78321,26,2020-02-25,2020-03-03
78321,31,2020-07-11,2020-07-17
78321,12,2020-07-26,2020-10-11
78321,29,2020-07-21,2020-08-20
78321,55,2020-02-10,2020-07-22
78321,73,2020-04-27,2020-09-08
78328,25,2020-06-05,2020-07-04
78328,57,2020-03-30,2020-09-25
78328,21,2020-01-24,2020-10-18
78328,40,2020-02-23,2020-07-09
78328,28,2020-03-11,2020-11-29
78328,68,2020-04-29,2020-09-10
78328,2,2020-09-01,2020-09-10
78328,13,2020-07-27,2020-08-19
78328,44,2020-04-17,2020-05-27
78330,27,2020-01-10,2020-02-23
78330,35,2020-08-12,2020-09-25
78330,15,2020-02-23,2020-03-29
78330,14,2020-10-25,2020-10-27
78330,41,2020-07-29,2020-08-28
78330,15,2020-07-18,2020-11-11
78330,30,2020-10-06,2020-11-16
78330,5,2020-04-17,2020-06-13
78330,22,2020-01-10,2020-10-19
78330,6,2020-02-12,2020-07-03
78330,31,2020-01-24,2020-09-01
78391,70,2020-04-24,2020-05-31
78391,10,2020-10-21,2020-11-07
78391,52,2020-02-25,2020-04-30
78391,68,2020-08-23,2020-09-11
78391,27,2020-07-02,2020-11-18
78391,43,2020-05-30,2020-06-10
78404,3,2020-01-09,2020-11-13
78404,50,2020-05-24,2020-07-07
78404,15,2020-06-09,2020-12-26
78404,75,2020-04-10,2020-05-02
78404,53,2020-04-10,2020-10-14
78404,39,2020-05-21,2020-12-29
78404,59,2020-05-01,2020-12-02
78404,69,2020-05-07,2020-09-08
78408,24,2020-02-07,2020-09-13
78408,40,2020-04-26,2020-11-06
78408,12,2020-04-30,2020-05-17
78408,26,2020-01-22,2020-07-06
78408,36,2020-05-10,2020-08-07
78408,34,2020-05-05,2020-06-27
78408,61,2020-02-25,2020-09-06
78408,71,2020-08-21,2020-10-11
78408,73,2020-03-20,2020-04-08
78408,0,2020-09-30,2020-12-22
78408,58,2020-07-19,2020-11-15
78408,55,2020-06-22,2020-10-15
78408,57,2020-02-23,2020-07-24
78408,55,2020-12-01,2020-12-09
78417,21,2020-01-04,2020-02-20
78417,51,2020-01-16,2020-04-23
78417,59,2020-09-18,2020-10-02
78417,6,2020-09-03,2020-12-15
78417,12,2020-01-17,2020-08-24
78417,49,2020-01-07,2020-06-16
78417,13,2020-03-08,2020-10-07
78417,61,2020-06-09,2020-06-19
78417,40,2020-02-19,2020-12-07
78417,41,2020-04-12,2020-09-10
78417,53,2020-05-14,2020-12-15
78417,33,2020-04-07,2020-08-12
78417,27,2020-05-22,2020-08-17
78417,26,2020-04-04,2020-09-28
78417,66,2020-02-16,2020-11-25
78420,44,2020-06-13,2020-08-06
78420,56,2020-02-15,2020-09-20
78420,72,2020-02-09,2020-04-10
78420,37,2020-02-22,2020-07-24
78420,62,2020-04-23,2020-06-25
78420,35,2020-07-14,2020-10-19
78420,52,2020-03-03,2020-09-19
78420,61,2020-08-23,2020-09-28
78420,11,2020-01-21,2020-07-20
78420,5,2020-02-13,2020-10-18
78420,59,2020-09-07,2020-11-18
78420,63,2020-08-14,2020-09-07
78420,38,2020-03-09,2020-10-29
78420,67,2020-09-13,2020-09-15
78420,50,2020-07-12,2020-11-07
78422,51,2020-04-06,2020-07-11
78422,26,2020-03-02,2020-08-24
78432,59,2020-01-11,2020-01-25
78432,67,2020-03-01,2020-09-03
78432,2,2020-04-14,2020-04-21
78432,62,2020-09-01,2020-09-09
78432,46,2020-05-01,2020-10-19
78432,2,2020-05-06,2020-07-02
78432,45,2020-02-18,2020-12-28
78432,17,2020-01-24,2020-07-25
78432,13,2020-03-01,2020-11-05
78432,69,2020-09-27,2020-11-27
78432,38,2020-02-12,2020-09-10
78432,0,2020-10-19,2020-11-14
78434,63,2020-07-30,2020-12-17
78434,25,2020-01-12,2020-04-26
78434,59,2020-01-05,2020-10-30
78434,37,2020-02-16,2020-08-10
78434,42,2020-03-19,2020-06-17
78434,52,2020-04-13,2020-11-25
78434,23,2020-03-25,2020-05-05
78434,49,2020-02-21,2020-06-27
78436,1,2020-07-21,2020-11-19
78436,24,2020-01-05,2020-03-15
78436,70,2020-04-14,2020-12-21
78436,3,2020-05-31,2020-12-05
78436,21,2020-07-26,2020-10-29
78436,48,2020-05-07,2020-06-14
78436,29,2020-01-16,2020-09-16
78436,7,2020-07-07,2020-11-26
78436,4,2020-06-21,2020-08-24
78436,26,2020-10-30,2020-12-26
78436,47,2020-04-30,2020-10-06
78436,38,2020-03-25,2020-05-21
78465,0,2020-08-04,2020-10-29
78465,6,2020-02-28,2020-07-08
78474,29,2020-05-18,2020-06-10
78474,37,2020-01-04,2020-09-29
78474,56,2020-03-01,2020-09-12
78474,67,2020-04-22,2020-07-14
78474,30,2020-06-09,2020-08-02
78474,71,2020-04-20,2020-10-01
78474,32,2020-09-08,2020-09-16
78476,68,2020-01-23,2020-02-19
78476,74,2020-05-21,2020-07-10
78476,5,2020-01-15,2020-04-11
78476,9,2020-09-12,2020-10-31
78476,7,2020-09-18,2020-10-01
78476,41,2020-10-10,2020-10-29
78476,27,2020-01-28,2020-08-06
78476,14,2020-01-22,2020-03-24
78478,42,2020-02-25,2020-11-11
78478,67,2020-02-27,2020-08-22
78478,25,2020-04-27,2020-09-29
78478,25,2020-01-30,2020-10-14
78478,13,2020-02-07,2020-02-23
78478,29,2020-11-25,2020-12-23
78479,57,2020-01-31,2020-06-20
78479,37,2020-03-06,2020-10-10
78487,49,2020-09-16,2020-11-21
78487,61,2020-04-15,2020-07-27
78487,35,2020-08-22,2020-08-25
78487,1,2020-01-31,2020-08-20
78487,34,2020-06-12,2020-09-24
78487,57,2020-10-25,2020-11-22
78487,38,2020-02-28,2020-11-10
78487,63,2020-06-09,2020-09-20
78487,13,2020-06-02,2020-09-23
78488,21,2020-05-02,2020-07-14
78488,47,2020-05-17,2020-10-31
78488,3,2020-04-10,2020-05-15
78488,26,2020-03-28,2020-06-12
78488,64,2020-04-17,2020-04-26
78488,0,2020-01-03,2020-10-06
78488,22,2020-03-08,2020-06-17
78488,15,2020-01-04,2020-10-13
78488,50,2020-01-23,2020-06-28
78490,29,2020-04-05,2020-06-29
78490,49,2020-02-08,2020-03-08
78490,40,2020-06-09,2020-09-15
78490,46,2020-04-29,2020-09-17
78490,19,2020-07-10,2020-10-06
78490,55,2020-07-13,2020-08-23
78490,44,2020-07-03,2020-11-18
78490,53,2020-04-01,2020-08-24
78490,40,2020-08-31,2020-10-14
78490,48,2020-02-20,2020-10-10
78490,63,2020-02-13,2020-02-18
78490,70,2020-01-01,2020-02-03
78490,12,2020-03-09,2020-10-05
78491,6,2020-10-25,2020-11-17
78491,41,2020-03-05,2020-07-03
78491,4,2020-04-25,2020-09-15
78495,8,2020-01-20,2020-07-29
78495,33,2020-05-05,2020-10-01
78510,53,2020-03-09,2020-12-17
78510,21,2020-02-18,2020-06-18
78511,62,2020-10-12,2020-11-02
78511,0,2020-05-29,2020-09-10
78511,67,2020-04-06,2020-10-19
78511,70,2020-02-27,2020-09-27
78511,22,2020-04-11,2020-10-14
78511,65,2020-01-08,2020-07-09
78511,36,2020-01-24,2020-07-24
78511,45,2020-07-28,2020-09-15
78511,4,2020-02-19,2020-03-11
78511,64,2020-03-06,2020-10-19
78511,54,2020-01-01,2020-11-25
78511,21,2020-06-01,2020-08-14
78511,20,2020-05-03,2020-05-09
78511,7,2020-05-13,2020-08-20
78513,52,2020-05-11,2020-05-12
78513,16,2020-08-03,2020-12-15
78513,24,2020-03-13,2020-05-11
78513,11,2020-03-13,2020-09-25
78513,41,2020-01-11,2020-01-18
78513,71,2020-01-22,2020-06-15
78513,23,2020-03-24,2020-08-27
78513,10,2020-06-09,2020-06-11
78515,46,2020-01-10,2020-06-09
78515,68,2020-02-09,2020-07-13
78515,26,2020-08-17,2020-10-31
78515,5,2020-05-21,2020-07-23
78515,54,2020-10-02,2020-10-05
78516,14,2020-01-31,2020-03-25
78516,8,2020-12-15,2020-12-22
78516,9,2020-06-26,2020-07-12
78516,55,2020-01-22,2020-03-29
78516,19,2020-01-02,2020-10-26
78516,1,2020-01-11,2020-09-29
78516,31,2020-01-24,2020-12-20
78516,27,2020-03-12,2020-10-13
78516,47,2020-02-28,2020-03-08
78516,5,2020-01-16,2020-09-13
78516,56,2020-05-06,2020-09-22
78516,29,2020-01-04,2020-09-17
78516,41,2020-05-27,2020-07-13
78516,69,2020-06-09,2020-07-10
78519,60,2020-01-31,2020-07-03
78519,38,2020-05-28,2020-08-28
78519,44,2020-06-03,2020-07-25
78519,34,2020-01-08,2020-09-02
78519,32,2020-08-15,2020-08-19
78519,19,2020-04-21,2020-06-09
78519,59,2020-02-04,2020-04-14
78519,66,2020-05-28,2020-07-16
78519,10,2020-07-04,2020-10-05
78519,53,2020-05-29,2020-12-12
78519,32,2020-03-23,2020-05-24
78519,48,2020-02-07,2020-09-29
78519,58,2020-06-29,2020-07-12
78519,55,2020-02-26,2020-12-14
78519,9,2020-07-16,2020-09-17
78529,5,2020-09-09,2020-11-16
78529,47,2020-02-02,2020-05-24
78529,56,2020-04-26,2020-07-29
78529,64,2020-04-05,2020-07-14
78529,12,2020-08-10,2020-12-24
78529,73,2020-05-14,2020-08-10
78529,56,2020-11-25,2020-12-30
78540,30,2020-05-04,2020-09-01
78540,56,2020-02-08,2020-03-24
78716,4,2020-02-04,2020-10-10
78716,12,2020-06-21,2020-12-30
78747,74,2020-02-06,2020-09-23
78747,46,2020-01-16,2020-01-22
78747,26,2020-09-09,2020-10-21
78747,47,2020-07-14,2020-09-17
78747,51,2020-01-15,2020-10-20
78747,73,2020-06-12,2020-12-24
78747,25,2020-01-25,2020-03-23
78747,54,2020-10-10,2020-10-20
78747,14,2020-01-07,2020-06-03
78747,38,2020-04-26,2020-05-13
78747,48,2020-07-23,2020-08-02
78747,16,2020-09-10,2020-09-17
78747,54,2020-02-21,2020-08-04
78768,71,2020-01-23,2020-03-09
78768,6,2020-12-02,2020-12-29
78768,52,2020-01-11,2020-01-22
78768,30,2020-03-17,2020-08-25
78768,48,2020-06-06,2020-12-19
78768,60,2020-04-10,2020-06-14
78768,75,2020-03-12,2020-04-27
78768,64,2020-02-27,2020-11-11
78768,24,2020-02-05,2020-12-14
78768,59,2020-01-30,2020-01-31
78768,29,2020-02-05,2020-06-07
78768,34,2020-04-07,2020-06-13
78768,7,2020-11-09,2020-12-16
78768,35,2020-02-01,2020-11-29
78770,59,2020-05-24,2020-08-04
78770,43,2020-08-13,2020-11-30
78770,72,2020-03-26,2020-07-31
78770,26,2020-04-04,2020-05-08
78770,37,2020-02-26,2020-10-24
78770,28,2020-08-27,2020-10-24
78770,30,2020-09-25,2020-09-29
78770,39,2020-04-29,2020-10-02
78770,57,2020-09-17,2020-10-11
78770,69,2020-01-12,2020-11-20
78770,16,2020-06-14,2020-08-17
78770,37,2020-05-24,2020-06-02
78770,61,2020-06-20,2020-07-31
78770,62,2020-05-02,2020-10-17
78770,33,2020-01-23,2020-06-16
78775,10,2020-01-16,2020-11-01
78775,39,2020-05-09,2020-07-24
78775,24,2020-02-16,2020-02-17
78775,75,2020-01-25,2020-10-31
78775,8,2020-01-09,2020-06-13
78779,65,2020-03-09,2020-11-16
78779,67,2020-08-16,2020-09-11
78791,48,2020-04-12,2020-12-19
78791,38,2020-06-17,2020-12-26
78791,26,2020-02-27,2020-06-26
78791,11,2020-01-30,2020-05-01
78791,42,2020-01-29,2020-03-07
78795,51,2020-02-11,2020-11-15
78795,24,2020-06-13,2020-07-18
78795,19,2020-02-04,2020-05-19
78795,64,2020-01-04,2020-06-14
78795,51,2020-02-03,2020-11-16
78795,56,2020-04-13,2020-10-16
78795,51,2020-01-26,2020-02-12
78795,49,2020-01-30,2020-08-23
78795,23,2020-09-07,2020-12-04
78795,15,2020-05-07,2020-07-07
78795,36,2020-02-17,2020-05-12
78795,74,2020-09-21,2020-09-26
78795,10,2020-07-07,2020-09-25
78795,11,2020-02-21,2020-04-08
78795,20,2020-05-23,2020-09-08
78801,5,2020-05-18,2020-12-12
78801,63,2020-07-23,2020-10-15
78807,72,2020-09-04,2020-11-08
78807,20,2020-02-10,2020-11-14
78807,64,2020-01-07,2020-08-26
78807,44,2020-07-23,2020-10-05
78807,57,2020-05-12,2020-07-04
78807,42,2020-09-11,2020-12-22
78807,35,2020-05-30,2020-06-14
78807,45,2020-01-01,2020-08-18
78807,5,2020-03-12,2020-11-26
78807,18,2020-03-22,2020-10-15
78807,56,2020-06-17,2020-08-30
78807,9,2020-05-03,2020-05-30
78807,28,2020-04-19,2020-09-03
78862,17,2020-04-19,2020-12-03
78862,65,2020-01-05,2020-11-22
78862,32,2020-01-22,2020-02-22
78862,39,2020-08-15,2020-10-17
78862,38,2020-01-21,2020-08-01
78862,34,2020-06-12,2020-08-18
78862,21,2020-04-22,2020-07-05
78862,52,2020-04-13,2020-05-26
78862,56,2020-03-11,2020-08-05
78868,57,2020-06-25,2020-08-21
78868,50,2020-08-16,2020-08-31
78868,36,2020-04-19,2020-12-07
78868,63,2020-09-16,2020-09-27
78868,44,2020-05-04,2020-05-17
78868,51,2020-03-01,2020-06-19
78868,59,2020-01-29,2020-05-28
78868,12,2020-07-18,2020-08-16
78868,8,2020-05-14,2020-08-21
78869,24,2020-01-03,2020-08-22
78869,36,2020-02-06,2020-10-14
78869,35,2020-08-15,2020-08-18
78869,3,2020-02-20,2020-09-24
78869,15,2020-02-29,2020-12-01
78869,62,2020-05-07,2020-06-02
78869,1,2020-09-04,2020-10-03
78869,22,2020-10-23,2020-12-01
78869,41,2020-09-07,2020-11-24
78869,18,2020-03-27,2020-04-27
78869,10,2020-05-19,2020-08-17
78871,2,2020-10-17,2020-10-19
78880,6,2020-04-04,2020-05-12
78880,36,2020-05-21,2020-10-18
78880,57,2020-08-20,2020-09-26
78880,57,2020-01-11,2020-09-24
78880,34,2020-06-16,2020-07-02
78880,21,2020-01-14,2020-03-21
78880,17,2020-01-04,2020-11-02
78880,64,2020-02-20,2020-12-01
78880,25,2020-01-10,2020-07-24
78880,44,2020-07-18,2020-12-04
78880,9,2020-01-12,2020-11-06
78880,38,2020-09-28,2020-11-08
78880,33,2020-01-18,2020-10-08
78902,20,2020-02-22,2020-08-25
78902,37,2020-08-20,2020-12-14
78902,73,2020-05-03,2020-10-17
78902,59,2020-01-11,2020-07-30
78902,48,2020-01-08,2020-07-14
78902,74,2020-01-10,2020-04-22
78902,23,2020-04-01,2020-12-23
78902,8,2020-02-11,2020-05-28
78902,12,2020-09-15,2020-10-28
78902,46,2020-01-11,2020-05-06
78902,35,2020-08-02,2020-10-13
78902,15,2020-03-14,2020-07-18
78902,26,2020-02-15,2020-06-04
78903,42,2020-12-06,2020-12-13
78903,43,2020-03-29,2020-06-06
78903,72,2020-05-16,2020-10-04
78903,24,2020-02-25,2020-07-04
78903,11,2020-08-27,2020-10-05
78903,18,2020-11-08,2020-12-24
78903,36,2020-01-10,2020-02-02
78903,45,2020-04-17,2020-08-12
78905,68,2020-04-21,2020-10-14
78905,10,2020-06-18,2020-08-09
78905,38,2020-08-01,2020-12-08
78905,30,2020-07-12,2020-12-22
78905,53,2020-01-07,2020-08-02
78905,75,2020-01-27,2020-02-19
78905,18,2020-08-06,2020-10-08
78908,4,2020-01-10,2020-05-09
78908,57,2020-02-10,2020-10-31
78908,11,2020-02-17,2020-08-15
78920,68,2020-02-08,2020-04-17
78920,72,2020-05-24,2020-06-21
78920,30,2020-02-12,2020-03-15
78920,0,2020-04-12,2020-04-22
78921,2,2020-01-12,2020-03-21
78921,67,2020-01-24,2020-10-02
78991,30,2020-11-06,2020-12-17
78991,43,2020-01-03,2020-12-22
78991,65,2020-02-04,2020-06-21
78991,11,2020-03-26,2020-08-04
78991,1,2020-10-30,2020-11-15
78991,51,2020-01-24,2020-07-10
78991,18,2020-02-16,2020-11-30
78991,13,2020-01-11,2020-06-02
78991,61,2020-06-08,2020-09-08
78991,7,2020-04-09,2020-09-15
79022,55,2020-02-22,2020-09-07
79022,70,2020-01-24,2020-06-18
79022,61,2020-10-31,2020-12-25
79022,36,2020-10-02,2020-10-14
79022,61,2020-03-17,2020-07-31
79022,11,2020-01-27,2020-08-27
79022,32,2020-09-26,2020-12-29
79022,44,2020-04-23,2020-05-02
79022,11,2020-05-07,2020-12-28
79022,21,2020-07-03,2020-09-07
79022,47,2020-02-17,2020-10-05
79030,6,2020-05-13,2020-08-06
79030,30,2020-03-13,2020-04-01
79030,42,2020-01-13,2020-12-19
79030,38,2020-06-27,2020-10-26
79030,53,2020-04-05,2020-06-26
79030,22,2020-05-28,2020-08-26
79030,45,2020-10-09,2020-11-03
79030,67,2020-01-05,2020-08-02
79077,8,2020-08-08,2020-10-31
79077,0,2020-05-09,2020-11-26
79077,29,2020-10-21,2020-11-08
79077,21,2020-04-09,2020-10-04
79077,0,2020-11-10,2020-12-09
79077,18,2020-01-13,2020-04-29
79077,8,2020-03-27,2020-12-24
79077,9,2020-02-13,2020-06-03
79077,29,2020-09-15,2020-12-19
79084,54,2020-01-06,2020-01-24
79084,19,2020-02-18,2020-05-07
79084,51,2020-04-13,2020-10-21
79084,67,2020-01-25,2020-03-06
79084,7,2020-07-17,2020-09-10
79084,34,2020-01-29,2020-06-13
79084,40,2020-03-13,2020-06-01
79084,16,2020-06-05,2020-07-12
79084,0,2020-01-22,2020-07-01
79084,49,2020-05-23,2020-08-27
79084,26,2020-06-17,2020-09-06
79084,75,2020-06-11,2020-06-14
79084,55,2020-04-07,2020-12-11
79118,65,2020-07-05,2020-09-10
79118,7,2020-10-24,2020-12-28
79118,56,2020-03-31,2020-05-01
79118,4,2020-03-11,2020-08-24
79118,3,2020-04-16,2020-11-13
79118,68,2020-06-25,2020-08-01
79118,31,2020-05-05,2020-12-07
79118,67,2020-09-14,2020-11-17
79118,5,2020-10-25,2020-12-04
79118,23,2020-01-10,2020-04-02
79118,37,2020-01-10,2020-05-09
79118,75,2020-06-16,2020-11-23
79118,26,2020-03-24,2020-07-01
79118,60,2020-03-16,2020-05-13
79118,46,2020-02-18,2020-04-24
79300,0,2020-02-11,2020-06-06
79300,16,2020-01-16,2020-01-27
79300,2,2020-03-13,2020-08-08
79300,34,2020-01-31,2020-02-04
79300,54,2020-06-08,2020-06-11
79300,41,2020-07-09,2020-11-10
79300,3,2020-05-20,2020-10-13
79300,11,2020-10-05,2020-11-01
79363,75,2020-02-29,2020-05-16
79363,28,2020-03-18,2020-05-28
79363,22,2020-04-28,2020-06-17
79363,53,2020-01-06,2020-03-25
79363,57,2020-05-28,2020-12-29
79363,27,2020-05-05,2020-06-05
79363,6,2020-03-06,2020-05-08
79363,14,2020-05-05,2020-11-30
79363,55,2020-06-14,2020-10-12
79494,75,2020-01-15,2020-12-15
79494,44,2020-04-02,2020-04-16
79608,69,2020-08-18,2020-12-30
79608,16,2020-04-11,2020-11-13
79608,46,2020-06-09,2020-10-10
79608,35,2020-04-26,2020-10-22
79608,40,2020-05-01,2020-09-20
79608,0,2020-09-05,2020-11-22
79608,43,2020-03-21,2020-10-01
79608,48,2020-01-08,2020-04-12
79693,53,2020-07-01,2020-07-28
79693,27,2020-02-20,2020-03-07
79693,23,2020-05-31,2020-06-01
79693,56,2020-04-20,2020-10-21
79693,35,2020-01-18,2020-03-14
79693,48,2020-04-14,2020-05-17
79701,59,2020-06-12,2020-07-11
79701,2,2020-02-10,2020-03-13
79701,65,2020-01-09,2020-05-05
79701,37,2020-02-12,2020-04-08
79701,5,2020-05-01,2020-07-18
79701,54,2020-03-24,2020-07-09
79701,27,2020-02-05,2020-03-16
79701,3,2020-02-22,2020-07-19
79701,15,2020-04-18,2020-05-01
79701,32,2020-08-24,2020-10-05
79720,11,2020-05-08,2020-05-18
79720,69,2020-01-07,2020-04-29
79720,35,2020-08-10,2020-10-01
79720,72,2020-04-19,2020-10-12
79720,46,2020-06-23,2020-08-18
79720,41,2020-05-23,2020-07-07
79720,47,2020-05-15,2020-05-29
79720,11,2020-05-13,2020-11-17
79720,28,2020-10-09,2020-11-02
79720,31,2020-03-24,2020-07-28
79720,2,2020-02-10,2020-04-01
79720,29,2020-02-14,2020-05-28
79763,37,2020-08-25,2020-09-02
79763,60,2020-07-04,2020-10-14
79763,36,2020-03-27,2020-07-12
79763,39,2020-06-19,2020-10-03
79763,66,2020-10-20,2020-11-04
79763,27,2020-02-20,2020-11-12
79763,57,2020-02-03,2020-04-18
79763,9,2020-03-20,2020-06-01
79839,72,2020-04-09,2020-07-06
79839,30,2020-02-02,2020-11-18
